Temperature,Humidity,BuildingArea,Occupants,ApplianceCount,IsWeekend,AC_Usage_Hours,ElectricityConsumption
33.8,61.53,1995.84,3,7,0,5.28,22.14
24.18,82.46,1338.39,9,15,1,0.7,18.74
34.57,32.97,2847.09,4,12,0,4.71,27.84
16.76,25.53,4205.55,5,9,0,0.0,22.18
23.51,36.77,4209.47,7,9,0,2.79,27.31
29.57,75.62,1801.81,5,2,0,5.43,21.02
36.35,22.43,2563.48,4,8,0,6.02,26.47
23.61,60.8,1267.71,2,7,0,0.52,10.3
31.9,89.68,4482.09,2,9,0,3.88,28.1
38.92,79.9,4422.58,4,9,0,6.35,34.79
31.63,56.5,3062.99,9,15,1,2.27,28.31
21.29,24.45,3698.1,8,19,1,1.59,29.73
15.66,78.2,3331.91,3,17,0,0.0,21.5
38.49,61.93,2831.95,9,10,0,9.25,36.34
15.57,28.05,618.73,5,16,0,1.04,14.52
38.62,26.57,2264.53,3,11,1,4.83,26.27
29.28,83.67,3166.62,5,17,0,4.73,29.14
40.35,66.84,3177.88,4,5,0,4.88,28.07
36.57,78.05,1929.8,8,14,1,6.91,31.73
41.94,81.53,4260.94,5,6,0,6.28,34.0
24.47,60.02,1086.16,8,8,0,0.0,13.07
35.71,56.22,2451.47,9,10,0,5.8,29.8
25.85,50.13,3232.62,4,9,1,0.0,19.29
27.96,42.19,3258.26,7,17,1,0.0,24.3
31.94,50.42,3059.42,2,7,0,3.63,23.07
38.59,74.17,1528.68,6,17,0,6.36,29.31
41.57,62.13,1040.45,8,7,0,6.45,24.94
35.74,82.48,3007.36,7,15,1,2.09,28.17
26.28,51.04,2857.14,7,2,1,0.46,17.68
26.38,62.5,1135.36,8,10,0,2.91,18.71
34.91,64.19,3291.07,7,14,1,6.14,34.61
21.45,61.42,2266.21,5,18,0,0.45,19.94
17.98,69.18,3137.82,7,12,0,1.64,23.35
24.57,36.62,3833.21,3,9,0,2.32,23.68
22.76,55.87,1095.89,5,6,0,0.0,10.26
23.0,27.3,478.49,7,11,1,0.44,12.98
21.31,46.92,3594.32,9,8,0,0.0,21.73
16.14,54.14,2899.76,2,11,0,0.0,16.68
15.48,65.66,3268.52,4,5,1,0.72,19.7
41.67,86.54,3836.44,7,10,1,8.59,38.75
26.55,62.05,3691.52,1,15,0,4.99,28.08
25.38,72.05,4339.77,2,3,0,1.19,21.05
33.35,55.44,2597.33,9,10,0,7.14,31.83
20.89,64.39,2402.83,7,2,0,0.0,13.9
40.65,24.97,2047.74,7,11,1,9.83,35.64
36.23,37.81,1030.13,6,11,1,5.37,24.52
17.41,45.33,2747.69,3,4,0,0.55,15.08
26.27,53.07,1535.75,3,7,0,5.04,20.28
38.74,23.2,4177.36,2,7,0,5.86,30.57
40.51,29.8,2791.08,6,3,1,7.27,30.59
27.62,39.38,2830.64,4,19,0,5.12,29.7
31.56,88.01,1855.19,5,3,0,3.59,18.93
19.51,43.19,613.16,3,13,0,0.0,10.66
41.76,53.74,530.15,6,6,0,11.54,29.71
21.26,33.73,2135.67,3,8,0,0.0,14.0
40.45,62.75,746.72,8,17,0,7.14,29.41
32.54,39.65,2888.07,9,2,1,6.49,29.21
31.41,34.49,4011.99,4,2,1,2.59,24.55
28.84,56.16,4019.95,9,18,1,0.93,29.66
21.23,20.39,3102.09,7,2,0,0.92,17.92
19.77,20.54,1266.05,3,14,0,0.0,12.94
20.95,35.33,3938.29,7,10,0,0.0,22.47
20.03,22.57,4032.98,1,16,0,0.5,23.5
36.05,27.56,1206.28,3,4,1,4.81,19.39
24.45,43.72,3423.45,6,15,0,0.0,23.45
16.56,76.18,1574.73,4,12,0,2.04,17.19
41.17,60.04,3690.83,7,13,1,7.26,37.95
38.86,55.89,4488.68,3,14,1,9.15,41.4
40.05,40.54,523.11,1,14,0,6.16,21.84
41.86,85.22,4079.2,9,2,0,5.53,32.54
19.7,47.79,2952.79,6,11,0,0.44,20.35
25.7,26.1,4390.87,8,4,0,1.47,24.62
35.47,63.19,2306.54,3,5,0,2.8,19.17
33.79,27.97,3874.29,8,17,0,7.54,38.41
19.16,44.17,655.82,2,9,1,0.0,9.41
37.03,55.52,1774.64,4,17,0,2.0,22.14
21.06,81.2,674.77,3,18,0,3.01,17.94
21.04,54.55,4398.91,1,16,0,0.0,23.03
29.5,69.16,3749.59,7,17,0,1.95,28.5
31.01,89.5,3895.44,2,16,1,0.14,24.65
30.66,29.2,4245.66,4,3,0,7.04,30.31
17.47,39.23,748.92,9,12,0,0.0,13.46
38.69,47.62,1980.95,6,2,0,6.35,24.39
22.17,49.53,691.24,8,16,1,2.55,19.01
18.5,48.77,1264.25,2,5,0,0.34,9.8
39.0,83.53,1340.4,7,12,1,6.21,27.62
40.8,69.98,2323.34,6,6,0,3.53,23.38
38.28,62.55,1501.1,9,4,0,4.47,22.64
36.86,41.66,814.01,7,14,0,5.99,25.87
32.69,77.67,1086.71,1,11,1,2.66,17.5
29.87,86.85,1003.83,8,12,1,3.7,20.7
17.35,77.48,4389.61,3,19,0,0.48,26.68
26.03,20.11,3513.1,2,3,0,3.93,21.95
25.06,64.55,4367.82,3,8,0,0.0,21.33
22.01,23.58,2202.94,6,10,0,5.06,23.78
34.53,38.03,1541.31,3,11,0,6.38,24.56
28.39,24.17,3673.0,5,19,1,2.79,30.07
17.19,62.27,1737.64,6,8,1,1.24,16.42
20.94,68.06,1627.47,8,8,0,5.05,21.84
33.45,28.01,1353.27,7,4,0,1.61,15.53
17.06,46.87,931.68,8,13,1,0.0,15.2
37.98,51.94,1451.5,3,8,1,1.24,17.03
28.37,45.83,1856.81,4,18,0,3.17,23.17
27.98,28.47,3163.38,6,2,0,3.39,21.83
31.0,49.33,656.52,7,6,0,3.59,16.78
37.27,72.58,1263.08,9,17,0,4.45,27.02
24.39,24.97,3717.0,1,16,0,0.0,21.76
33.31,25.61,1002.38,8,3,0,5.18,19.95
30.27,44.83,1804.85,8,10,0,6.34,26.49
22.21,85.92,3945.1,6,8,0,0.0,21.43
38.72,66.8,1035.19,4,5,0,7.12,22.42
36.53,67.51,739.22,3,19,0,2.37,19.35
32.78,45.33,2386.61,3,5,1,5.17,23.87
37.97,61.56,1639.92,6,14,1,5.2,27.52
38.42,20.71,2709.97,8,2,0,4.61,25.33
34.13,64.53,3695.6,7,4,0,3.19,26.11
37.6,83.93,962.31,1,17,1,5.08,23.12
33.83,62.88,2780.87,6,5,0,5.38,26.38
33.36,81.16,2472.59,7,17,0,1.83,24.93
31.7,70.68,990.72,7,2,0,3.11,15.49
35.32,28.44,2958.39,9,6,0,5.02,28.22
19.28,83.17,1521.93,5,12,0,0.0,14.35
38.78,24.65,2400.12,1,14,1,9.85,34.26
38.54,57.38,737.32,2,6,0,4.47,17.54
15.79,29.95,2284.29,4,5,0,0.0,13.46
37.3,20.82,1656.5,5,5,1,3.81,21.63
18.48,49.54,3771.76,9,5,0,3.09,26.29
24.05,40.65,633.61,1,5,0,2.46,9.94
35.07,54.02,2116.29,3,19,0,3.15,24.92
19.34,60.4,2279.57,5,19,0,1.99,22.43
37.09,23.06,3372.52,3,17,0,6.1,32.97
37.47,28.61,2754.58,4,10,0,6.34,29.98
28.7,59.1,3135.57,3,19,0,2.21,25.49
15.17,44.02,3585.9,4,3,0,0.0,17.3
22.75,71.04,3935.03,1,5,0,1.59,20.22
31.66,65.66,1686.89,8,13,0,2.8,21.95
41.49,79.19,2605.89,4,8,0,10.8,35.04
32.06,68.47,3844.44,7,16,0,1.48,27.87
22.01,50.1,4456.75,2,8,0,3.74,26.32
32.12,67.11,4047.03,2,18,1,3.82,30.5
29.58,39.28,1923.02,6,17,0,3.79,25.03
36.06,41.44,1200.18,2,10,0,7.02,24.56
17.89,75.23,2406.51,6,15,1,0.0,19.88
35.55,51.25,3440.73,2,18,0,6.91,33.58
29.61,75.89,2419.53,4,6,0,0.0,15.13
41.0,77.57,2381.04,7,3,1,5.56,26.79
24.23,80.03,3836.74,8,17,1,0.0,25.98
32.08,84.16,1881.76,3,15,0,1.52,19.81
40.16,50.17,3925.16,9,15,0,6.29,38.38
17.77,42.32,2067.9,2,2,0,0.03,10.27
40.31,60.75,1745.76,8,4,1,8.17,29.83
33.57,45.98,2261.36,8,8,0,5.01,26.57
16.83,62.08,3526.03,4,16,0,0.0,22.91
23.13,69.39,916.61,1,3,1,1.78,11.37
34.12,68.19,1205.32,1,10,0,4.96,19.41
16.82,46.22,4300.92,2,6,1,0.81,22.88
30.72,31.68,1119.52,9,19,0,5.13,26.52
24.34,50.14,2727.68,2,17,0,1.51,20.92
31.76,29.98,2775.19,2,5,0,2.13,18.93
16.24,82.31,2407.46,6,13,1,0.0,18.79
38.53,44.21,3043.46,7,8,0,5.08,29.33
41.28,30.81,1342.29,7,15,0,6.46,28.4
41.16,21.78,2665.92,9,13,0,7.59,35.11
35.24,65.21,1925.91,6,4,0,6.51,25.35
18.51,64.58,3112.84,8,6,1,0.0,19.55
